"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"452161","452161","txn","IF","","Shanbeipus caudatus","","452161","species","Shanbeipus caudatus","452160","79980","extinct","1"
"66689","66689","txn","","","Alvarezsauria","","66689","infraorder","Alvarezsauria","53940","12794","","54"
"267166","267166","txn","","","Aorun","","267166","genus","Aorun","66689","46671","extinct","1"
"267167","267167","txn","","","Aorun zhaoi","","267167","species","Aorun zhaoi","267166","46671","extinct","1"
"162354","290139","txn","","","Alvarezsauroidea","","162354","unranked clade","Alvarezsauroidea","66689","31855","extinct","50"
"391295","391295","txn","","","Qiupanykus","","391295","genus","Qiupanykus","162354","69695","extinct","1"
"391296","391296","txn","","","Qiupanykus zhangi","","391296","species","Qiupanykus zhangi","391295","69695","extinct","1"
"391218","391218","txn","","","Xiyunykus","","391218","genus","Xiyunykus","162354","69684","extinct","1"
"391219","391219","txn","","","Xiyunykus pengi","","391219","species","Xiyunykus pengi","391218","69684","extinct","1"
"64116","64116","txn","","","Alvarezsauridae","","64116","family","Alvarezsauridae","162354","12794","extinct","40"
"90545","90545","txn","","","Elopteryx","","90545","genus","Elopteryx","64116","34611","extinct","3"
"90546","90546","txn","","","Elopteryx nopcsai","","90546","species","Elopteryx nopcsai","90545","34611","extinct","3"
"133925","133925","txn","","","Achillesaurus","","133925","genus","Achillesaurus","64116","28254","extinct","1"
"133926","133926","txn","","","Achillesaurus manazzonei","","133926","species","Achillesaurus manazzonei","133925","28254","extinct","1"
"249147","249147","txn","","","Alnashetri","","249147","genus","Alnashetri","64116","43343","extinct","2"
"249148","249148","txn","","","Alnashetri cerropoliciensis","","249148","species","Alnashetri cerropoliciensis","249147","43343","extinct","2"
"68181","162355","txn","","","Parvicursorinae","","68181","subfamily","Parvicursorinae","64116","7467","extinct","19"
"473892","473892","txn","","","Dzharaonyx","","473892","genus","Dzharaonyx","68181","85048","extinct","1"
"473893","473893","txn","","","Dzharaonyx eski","","473893","species","Dzharaonyx eski","473892","85048","extinct","1"
"145604","145604","txn","","","Ceratonykus","","145604","genus","Ceratonykus","68181","29706","extinct","1"
"145605","145605","txn","","","Ceratonykus oculatus","","145605","species","Ceratonykus oculatus","145604","29706","extinct","1"
"290134","290134","txn","","","Ceratonykini","","290134","unranked clade","Ceratonykini","68181","42494","extinct","0"
"66045","290135","txn","","","Mononykini","","66045","unranked clade","Mononykini","68181","13618","extinct","0"
"307772","307772","txn","","","Shuuvuia","","307772","genus","Shuuvuia","66045","13618","extinct","0"
"53210","53210","txn","","","Mononykus","","53210","genus","Mononykus","68181","14286","extinct","6"
"67286","67286","txn","","","Mononychus","replaced by","53210","genus","Mononykus","68181","14285","extinct","6"
"67287","67288","txn","","","Mononykus olecranus","","67287","species","Mononykus olecranus","53210","14285","extinct","2"
"455665","455665","txn","","","Ondogurvel","","455665","genus","Ondogurvel","68181","81613","extinct","1"
"455666","455666","txn","","","Ondogurvel alifanovi","","455666","species","Ondogurvel alifanovi","455665","81613","extinct","1"
"479065","479065","txn","","","Jaculinykus","","479065","genus","Jaculinykus","68181","86504","extinct","1"
"479066","479066","txn","","","Jaculinykus yaruui","","479066","species","Jaculinykus yaruui","479065","86504","extinct","1"
"175493","175493","txn","","","Linhenykus","","175493","genus","Linhenykus","68181","34900","extinct","2"
"175494","175494","txn","","","Linhenykus monodactylus","","175494","species","Linhenykus monodactylus","175493","34900","extinct","2"
"68182","68182","txn","","","Parvicursor","","68182","genus","Parvicursor","68181","7467","extinct","1"
"68183","68183","txn","","","Parvicursor remotus","","68183","species","Parvicursor remotus","68182","7467","extinct","1"
"177464","177464","txn","","","Albinykus","","177464","genus","Albinykus","68181","35185","extinct","1"
"177465","177465","txn","","","Albinykus baatar","","177465","species","Albinykus baatar","177464","35185","extinct","1"
"461663","461663","txn","","","Khulsanurus","","461663","genus","Khulsanurus","68181","82404","extinct","1"
"461664","461664","txn","","","Khulsanurus magnificus","","461664","species","Khulsanurus magnificus","461663","82404","extinct","1"
"165127","165127","txn","","","Xixianykus","","165127","genus","Xixianykus","68181","32350","extinct","1"
"165128","165128","txn","","","Xixianykus zhangi","","165128","species","Xixianykus zhangi","165127","32350","extinct","1"
"66043","66043","txn","","","Shuvuuia","","66043","genus","Shuvuuia","68181","13618","extinct","3"
"66044","66044","txn","","","Shuvuuia deserti","","66044","species","Shuvuuia deserti","66043","13618","extinct","3"
"140785","140785","txn","","","Albertonykus","","140785","genus","Albertonykus","64116","29124","extinct","2"
"140788","140788","txn","","","Albertonykus borealis","","140788","species","Albertonykus borealis","140785","29124","extinct","1"
"64774","64774","txn","","","Alvarezsaurus","","64774","genus","Alvarezsaurus","64116","12794","extinct","1"
"64775","64775","txn","","","Alvarezsaurus calvoi","","64775","species","Alvarezsaurus calvoi","64774","12794","extinct","1"
"432179","432179","txn","","","Trierarchuncus","","432179","genus","Trierarchuncus","64116","75223","extinct","6"
"432180","432180","txn","","","Trierarchuncus prairiensis","","432180","species","Trierarchuncus prairiensis","432179","75223","extinct","6"
"162352","162352","txn","","","Haplocheirus","","162352","genus","Haplocheirus","162354","31855","extinct","1"
"162353","162353","txn","","","Haplocheirus sollers","","162353","species","Haplocheirus sollers","162352","31855","extinct","1"
"424533","424533","txn","","","Nemegtonykus","","424533","genus","Nemegtonykus","162354","73451","extinct","1"
"424534","424534","txn","","","Nemegtonykus citus","","424534","species","Nemegtonykus citus","424533","73451","extinct","1"
"64772","64772","txn","","","Patagonykus","","64772","genus","Patagonykus","162354","36418","extinct","1"
"64773","64773","txn","","","Patagonykus puertai","","64773","species","Patagonykus puertai","64772","36418","extinct","1"
"243259","243259","txn","","","Bonapartenykus","","243259","genus","Bonapartenykus","162354","42494","extinct","3"
"243260","243260","txn","","","Bonapartenykus ultimus","","243260","species","Bonapartenykus ultimus","243259","42494","extinct","3"
"38549","38549","txn","","","Tugulusaurus","","38549","genus","Tugulusaurus","162354","13379","extinct","1"
"65209","65209","txn","","","Tugulusaurus faciles","","65209","species","Tugulusaurus faciles","38549","13379","extinct","1"
"391220","391220","txn","","","Bannykus","","391220","genus","Bannykus","162354","69684","extinct","1"
"391221","391221","txn","","","Bannykus wulatensis","","391221","species","Bannykus wulatensis","391220","69684","extinct","1"
"243261","243261","txn","","","Patagonykinae","","243261","subfamily","Patagonykinae","162354","42494","extinct","0"
"243262","243262","txn","F","","Arriagadoolithidae","","243262","family","Arriagadoolithidae","66689","42494","extinct","2"
"243263","243263","txn","F","","Arriagadoolithus","","243263","genus","Arriagadoolithus","243262","42494","extinct","2"
"243264","243264","txn","F","","Arriagadoolithus patagoniensis","","243264","species","Arriagadoolithus patagoniensis","243263","42494","extinct","1"
"424325","424325","txn","","","Shishugounykus","","424325","genus","Shishugounykus","66689","73370","extinct","1"
"424326","424326","txn","","","Shishugounykus inexpectus","","424326","species","Shishugounykus inexpectus","424325","73370","extinct","1"
"66640","66640","txn","","","Ngexisaurus","","66640","genus","Ngexisaurus","53940","13898","extinct","1"
"313237","313237","txn","","","Ngexisaurus dapukaensis","","313237","species","Ngexisaurus dapukaensis","66640","46057","extinct","1"
"141617","141617","txn","IF","","Lapparentichnus","","141617","genus","Lapparentichnus","53940","29189","extinct","1"
"141618","141618","txn","IF","","Lapparentichnus oleronensis","","141618","species","Lapparentichnus oleronensis","141617","29189","extinct","1"
"54548","54548","txn","","","Sinosauropteryx","","54548","genus","Sinosauropteryx","53940","19389","extinct","3"
"54549","54549","txn","","","Sinosauropteryx prima","","54549","species","Sinosauropteryx prima","54548","19389","extinct","2"
"293931","293931","txn","IF","","Xiuningpus","","293931","genus","Xiuningpus","53940","50964","extinct","1"
"293932","293932","txn","F","","Xiuningpus xintanensis","","293932","species","Xiuningpus xintanensis","293931","50964","extinct","0"
"293933","293933","txn","IF","","Xiuningpus qukouensis","nomen nudum, species not entered","293931","genus","Xiuningpus","293931","50964","extinct","1"
"38537","38537","txn","","","Compsognathidae","","38537","family","Compsognathidae","53940","63291","extinct","18"
"445635","445635","txn","","","Xunmenglong","","445635","genus","Xunmenglong","38537","78778","extinct","1"
"445636","445636","txn","","","Xunmenglong yingliangis","","445636","species","Xunmenglong yingliangis","445635","78778","extinct","1"
"68220","68220","txn","","","Huaxiagnathus","","68220","genus","Huaxiagnathus","38537","14896","extinct","1"
"68221","68221","txn","","","Huaxiagnathus orientalis","","68221","species","Huaxiagnathus orientalis","68220","14896","extinct","1"
"446220","446220","txn","","","Beipiaognathus","nomen dubium","38537","family","Compsognathidae","38537","78849","extinct","1"
"446221","446221","txn","","","Beipiaognathus jii","nomen dubium, species not entered","38537","family","Compsognathidae","446220","78849","extinct","1"
"38538","38538","txn","","","Compsognathus","","38538","genus","Compsognathus","38537","26303","extinct","4"
"53007","53007","txn","","","Compsognathus longipes","","53007","species","Compsognathus longipes","38538","26303","extinct","3"
"55546","55546","txn","","","Compsognathus corallestris","subjective synonym of","53007","species","Compsognathus longipes","38538","9478","extinct","3"
"69225","69225","txn","","","Compsognathinae","","69225","subfamily","Compsognathinae","38537","19324","extinct","0"
"69227","69227","txn","","","Saurornithoides","","69227","genus","Saurornithoides","69225","62842","extinct","0"
"97082","97082","txn","","","Aniksosaurus","","97082","genus","Aniksosaurus","38537","23710","extinct","1"
"97083","97083","txn","","","Aniksosaurus darwini","","97083","species","Aniksosaurus darwini","97082","23710","extinct","1"
"98810","98810","txn","","","Sinocalliopteryx","","98810","genus","Sinocalliopteryx","38537","26657","extinct","2"
"119227","119227","txn","","","Sinocalliopteryx gigas","","119227","species","Sinocalliopteryx gigas","98810","26657","extinct","1"
"38529","38529","txn","","","Ornitholestes","","38529","genus","Ornitholestes","38537","9630","extinct","4"
"55484","55484","txn","","","Ornitholestes hermanni","","55484","species","Ornitholestes hermanni","38529","9630","extinct","2"
"57427","57427","txn","","","Scipionyx","","57427","genus","Scipionyx","38537","10513","extinct","1"
"57428","57428","txn","","","Scipionyx samniticus","","57428","species","Scipionyx samniticus","57427","10513","extinct","1"
"38527","38527","txn","","","Aristosuchus","","38527","genus","Aristosuchus","38537","24473","extinct","1"
"66825","67014","txn","","","Aristosuchus pusillus","","66825","species","Aristosuchus pusillus","38527","14069","extinct","1"
"516649","516649","txn","","","Maniraptoromorpha","","516649","unranked clade","Maniraptoromorpha","53940","93536","extant","1"
"58895","58895","txn","","","Mirischia","","58895","genus","Mirischia","516649","11791","extinct","1"
"58896","58896","txn","","","Mirischia asymmetrica","","58896","species","Mirischia asymmetrica","58895","11791","extinct","1"
"171007","171007","txn","IF","","Deferrariischnium","","171007","genus","Deferrariischnium","53940","33899","extinct","2"
"171008","171008","txn","IF","","Deferrariischnium mapuchensis","","171008","species","Deferrariischnium mapuchensis","171007","33899","extinct","2"
"66842","66842","txn","","","Nedcolbertia","","66842","genus","Nedcolbertia","53940","14083","extinct","2"
"66845","66845","txn","","","Nedcolbertia justinhoffmanni","","66845","species","Nedcolbertia justinhoffmanni","66842","14083","extinct","2"
"53939","53939","txn","","","Santanaraptor","","53939","genus","Santanaraptor","53940","8715","extinct","1"
"53938","53938","txn","","","Santanaraptor placidus","","53938","species","Santanaraptor placidus","53939","8715","extinct","1"
"66989","66989","txn","","","Megalosaurus lonzeensis","nomen dubium, species not entered","53940","unranked clade","Coelurosauria","53940","13701","extinct","1"
"179004","179004","txn","","","Zuolong","","179004","genus","Zuolong","53940","35401","extinct","1"
