taxon_no,accepted_name,accepted_rank,parent_no,is_extant,n_occs
312389,Namapsitta,genus,452840,extinct,1
312390,Namapsitta praeruptorum,species,312389,extinct,1
452839,Parapasseres,unranked clade,452840,extinct,1
479360,Minutornis,genus,452839,extinct,1
479361,Minutornis primoscenoides,species,479360,extinct,1
487040,Fontinalis,genus,36616,extant,0
432930,Fontinalis pristina,species,487040,extant,0
387439,Limiavipedidae,family,36616,extinct,6
387443,Limiavipes,genus,387439,extinct,4
387444,Limiavipes curriei,species,387443,extinct,4
348420,Wupus,genus,387439,extinct,2
348421,Wupus agilis,species,348420,extinct,1
144009,Manu,genus,36616,extinct,1
144010,Manu antiquus,species,144009,extinct,1
197836,Chaoyangornithidae,family,36616,extinct,0
52828,Odontornithes,subclass,36616,extinct,0
134702,Ibidopodia,genus,36616,extinct,0
134703,Ibidopodia palustris,species,134702,extinct,0
335234,Tantalatos,genus,36616,extinct,0
272005,Qianshanornithidae,family,36616,,1
272004,Qianshanornis,genus,272005,extinct,1
272006,Qianshanornis rapax,species,272004,extinct,1
335557,Longipennes,unranked clade,36616,extinct,0
200867,Gansuiformes,unranked clade,36616,extinct,0
200868,Gansuidae,family,200867,extinct,0
400373,Musophagiformes,order,36616,extant,0
181141,Aucornis,genus,36616,extinct,0
484770,Aucornis,genus,181141,extinct,0
432931,Yalavis,genus,36616,extinct,1
432932,Yalavis tenuipes,species,432931,extinct,1
363930,Protornis,genus,36616,extinct,0
367697,Dromiceiidae,family,36616,extant,0
367696,Dromiceius,genus,367697,extinct,0
367698,Dromiceius ocypus,species,367696,extinct,0
336866,Dromaeus,genus,367697,extant,0
336867,Dromaeus sivalensis,species,336866,extant,0
369691,Dromaeus queenslandiae,species,336866,extinct,0
369693,Dromaeus diemenianus,species,336866,extinct,0
39520,Euryonotus,genus,36616,extinct,0
335163,Euryonotus argentinus,species,39520,extinct,0
335162,Euryonotus brachypterus,species,39520,extinct,0
81112,Uhangrichnus,genus,36616,extinct,5
387446,Uhangrichnus,genus,36616,extinct,5
81113,Uhangrichnus chuni,species,81112,extinct,5
387447,Uhangrichnus chuni,species,81112,extinct,5
387440,Koreanaornipodidae,family,36616,extinct,20
77054,Pullornipes,genus,77056,extinct,1
77055,Pullornipes aureus,species,77054,extinct,1
81118,Koreanaornis,genus,77056,extinct,18
387441,Koreanaornis dodsoni,species,81118,extinct,1
348426,Koreanaornis anhuiensis,species,81118,extinct,0
81119,Koreanaornis hamanensis,species,81118,extinct,10
77262,Koreanornis,genus,77056,extinct,1
77263,Koreanornis hamanensis,species,77262,extinct,0
348411,Koreanornis sinensis,species,77262,extinct,1
316542,Aves,class,36616,extinct,1
53259,Yacoraitichnus,genus,36616,extinct,2
58867,Yacoraitichnus avis,species,53259,extinct,2
370059,Mirandornithes,unranked clade,36616,extant,0
39401,Aves,class,36616,extinct,2
105750,Minerva antiqua,species,39401,extinct,2
105714,Minerva antiqua,species,39401,extinct,2
98731,Odontopterygiformes,order,36616,extinct,111
39658,Pelagornithidae,family,98731,extinct,108
395894,Protodontopteryx,genus,39658,extinct,1
395895,Protodontopteryx ruthae,species,395894,extinct,1
242256,Lutetodontopteryx,genus,39658,extinct,1
242258,Lutetodontopteryx tethyensis,species,242256,extinct,1
98730,Pelagornithidae,family,98731,extinct,108
39664,Osteodontornis,genus,39658,extinct,13
171628,Osteodontornis orri,species,39664,extinct,6
36638,Osteodontornis,genus,39658,extinct,13
264784,Pseudodontornis tenuirostris,species,39664,extinct,1
39662,Gigantornis,genus,39658,extinct,2
171636,Gigantornis eaglesomei,species,39662,extinct,1
39666,Pelagornis,genus,39658,extinct,30
39667,Pelagornis,genus,39658,extinct,30
220939,Tympanonesiotes wetmorei,species,39666,extinct,1
171623,Pelagornis,genus,39658,extinct,30
171627,Pelagornis longirostris,species,39666,extinct,1
171615,Pelagornis chilensis,species,39666,extinct,3
171624,Pelagornis miocaenus,species,39666,extinct,4
171632,Pelagornis stirtoni,species,39666,extinct,1
171625,Pelagornis mauretanicus,species,39666,extinct,1
299196,Pelagornis sandersi,species,39666,extinct,2
134763,Macrodontopteryx,genus,39658,extinct,4
134764,Macrodontopteryx oweni,species,134763,extinct,4
134767,Pelagornithidae,family,98731,extinct,108
39661,Dasornis,genus,39658,extinct,24
110738,Dasornis,genus,39658,extinct,24
134759,Dasornis emuinus,species,39661,extinct,12
134761,Dasornis emuinus,species,39661,extinct,12
134760,Dasornis emuinus,species,39661,extinct,12
134762,Dasornis emuinus,species,39661,extinct,12
39663,Dasornis,genus,39658,extinct,24
220182,Dasornis toliapica,species,39661,extinct,4
220183,Dasornis toliapica,species,39661,extinct,4
220184,Dasornis abdoun,species,39661,extinct,1
134726,Dasornis,genus,39658,extinct,24
39660,Cyphornis,genus,39658,extinct,1
171635,Cyphornis magnus,species,39660,extinct,1
39659,Caspiodontornis,genus,39658,extinct,1
98732,Caspiodontornis kobystanicus,species,39659,extinct,1
98900,Pelagornithidae,family,98731,extinct,108
134766,Pelagornithidae,family,39658,extinct,1
438477,Falconiformes,unranked clade,36616,extant,299
39317,Falconidae,family,39316,extant,260
39318,Badrostes,genus,39317,extinct,0
53650,Badiostes,genus,39317,,1
53649,Badiostes patagonicus,species,53650,extinct,1
432051,Caracarinae,subfamily,39317,extinct,0
146065,Lagopterus,genus,39317,extinct,0
110896,Micrastur,genus,39317,extant,0
400413,Micrastur semitorquatus,species,110896,extant,0
400414,Micrastur ruficollis,species,110896,extant,0
400814,Herpetotherinae,subfamily,39317,extant,0
336441,Asturaetus,genus,39317,extinct,1
336442,Asturaetus furcillatus,species,336441,extinct,1
336443,Baza,genus,39317,extant,0
336439,Taphetus,genus,39317,extinct,0
378525,Taphaetus brachialis,species,336439,extinct,0
99066,Falconinae,subfamily,39317,extant,204
402477,Falconini,tribe,99066,extant,0
39319,Falco,genus,99066,extant,200
400008,Falco cuvierii,species,39319,extant,0
369524,Falco eleonorae,species,39319,extant,7
369250,Falco rusticolus,species,39319,extant,3
430347,Falco bakalovi,species,39319,extinct,0
400006,Falco longipennis,species,39319,extant,0
365943,Falco tinnunculus,species,39319,extant,24
414527,Falco (Cerchneis),subgenus,39319,extinct,0
400643,Falco ardosiaceus,species,39319,extant,0
400002,Falco jugger,species,39319,extant,0
369130,Falco femoralis,species,39319,extant,4
365942,Falco peregrinus,species,39319,extant,29
161516,Falco mexicanus,species,39319,extant,10
400275,Falco deiroleucus,species,39319,extant,0
486304,Falco fuscocaerulescens,species,39319,extant,0
369453,Falco berigora,species,39319,extant,2
371706,Falco punctatus,species,39319,extant,1
369017,Falco vespertinus,species,39319,extant,6
143788,Falco novaeseelandiae,species,39319,extant,6
371427,Falco duboisi,species,39319,extinct,3
430346,Falco medius,species,39319,extinct,1
400003,Falco biarmicus,species,39319,extant,0
373065,Falco (Hierofalco),subgenus,39319,extant,2
414519,Falco (Hierofalco) swarthi,species,373064,extinct,2
400642,Falco alopex,species,39319,extant,0
414521,Falco (Rhynchodon),subgenus,39319,extant,0
400007,Falco severus,species,39319,extant,0
368997,Falco naumanni,species,39319,extant,2
400001,Falco fasciinucha,species,39319,extant,0
370426,Falco falconellus,species,39319,extinct,1
400005,Falco hypoleucos,species,39319,extant,0
373316,Falco cherrug,species,39319,extant,1
400004,Falco subniger,species,39319,extant,0
400277,Falco concolor,species,39319,extant,0
255495,Falco cenchroides,species,39319,extant,2
400278,Falco amurensis,species,39319,extant,0
369249,Falco columbarius,species,39319,extant,15
400641,Falco rupicoloides,species,39319,extant,0
373067,Falco altaicus,species,39319,extant,1
400276,Falco rufigularis,species,39319,extant,0
372698,Falco,genus,99066,extant,200
103979,Falco melanaetus,species,39319,extant,0
335675,Falco oregonus,species,39319,extinct,1
133779,Falco sparverius,species,39319,extant,39
369307,Falco subbuteo,species,39319,extant,8
290127,Falco readi,species,39319,extinct,1
372700,Falco newtoni,species,39319,extant,3
401353,Polyborini,tribe,99066,extant,0
110892,Pediohierax,genus,99066,extinct,4
110893,Pediohierax ramenta,species,110892,extinct,4
110894,Spiziapteryx,genus,99066,extant,0
484715,Asthenopterus,genus,39317,extinct,1
484716,Asthenopterus minutus,species,484715,extinct,1
370428,Falconidarum,genus,39317,extinct,0
146067,Foetopterus,genus,39317,extinct,1
146068,Foetopterus ambiguus,species,146067,extinct,1
289541,Milvago,genus,39317,extant,7
368062,Milvago chimachima,species,289541,extant,1
289542,Milvago chimachima,species,289541,extant,1
289782,Milvago brodkorbi,species,289541,extinct,1
491165,Milvago diazfrancoi,species,289541,extinct,0
510745,Milvago chimango,species,289541,extant,1
289545,Caracara,genus,39317,extant,36
432055,Caracara latebrosus,species,289545,extinct,1
368441,Caracara cheriway,species,289545,extant,14
368497,Caracara cheriway,species,289545,extant,14
368499,Caracara prelutosa grinnelli,subspecies,368440,extinct,1
432053,Caracara prelutosus prelutosus,subspecies,368440,extinct,0
414517,Polyborus prelutosus prelutosus,subspecies,368440,extinct,1
39320,Caracara,genus,39317,extant,36
368061,Polyborus plancus,species,289545,extant,14
289546,Caracara plancus,species,289545,extant,0
290140,Caracara creightoni,species,289545,extinct,4
110895,Herpetotheres,genus,39317,extant,0
400415,Herpetotheres cachinnans,species,110895,extant,0
99067,Polyborinae,subfamily,39317,extant,0
53647,Thegornis,genus,39317,,3
53646,Thegornis musculosus,species,53647,extinct,2
53648,Thegornis debilis,species,53647,extinct,1
372557,Phalcoboenus,genus,39317,extant,2
400416,Phalcoboenus chimango,species,372557,extant,0
372568,Phalcoboenus napieri,species,372557,extinct,1
372558,Phalcoboenus australis,species,372557,extant,1
99059,Cathartae,suborder,39316,extant,0
137177,Cathartae,suborder,39316,extant,0
349762,Neocathartoidea,superfamily,99059,extinct,0
349761,Neocathartidae,family,349762,extinct,0
486981,Neocathartidae,family,349762,extinct,0
486982,Neocathartoidea,superfamily,99059,extinct,0
486174,Vulturoidae,superfamily,39316,extant,25
39643,Teratornithidae,family,486174,extinct,25
39645,Cathartornis,genus,39643,extinct,1
137171,Cathartornis gracilis,species,39645,extinct,1
39646,Teratornis,genus,39643,extinct,17
501746,Teratornis woodburnensis,species,39646,extinct,1
137170,Teratornis merriami,species,39646,extinct,15
486177,Teratornis merriami,species,39646,extinct,15
486176,Teratornis,genus,39643,extinct,17
137169,Aiolornis,genus,39643,extinct,1
137173,Aiolornis incredibilis,species,137169,extinct,1
491157,Oscaravis,genus,39643,extinct,1
137167,Taubatornis,genus,39643,extinct,1
137168,Taubatornis campbelli,species,137167,extinct,1
39644,Argentavis,genus,39643,extinct,4
137174,Argentavis magnificens,species,39644,extinct,4
99061,Accipitres,suborder,39316,extant,0
99062,Serpentariides,infraorder,99061,extant,0
39321,Sagittariidae,family,99062,extant,0
99155,Sagittarius,genus,39321,extant,0
399940,Sagittarius serpentarius,species,99155,extant,0
370288,Amphiserpentarius,genus,39321,extant,0
370292,Amphiserpentarius robustus,species,370288,extant,0
370289,Amphiserpentarius schlosseri,species,370288,extinct,0
99063,Falconides,infraorder,99061,extant,0
99065,Falconoidea,superfamily,99063,extant,0
99069,Accipitroidea,superfamily,99063,extant,0
99058,Teratornithi,suborder,39316,extinct,0
486178,Falconoidae,superfamily,39316,extant,6
486300,Buteonidae,family,486178,extant,6
99071,Accipitrinae,subfamily,486300,extant,2
403258,Accipitrini,tribe,99071,extant,0
402402,Gypini,tribe,99071,extant,0
117611,Milvinae,subfamily,486300,extant,4
117610,Promilio,genus,117611,extinct,3
117615,Promilio floridanus,species,117610,extinct,1
117614,Promilio brodkorbi,species,117610,extinct,1
117613,Promilio epileus,species,117610,extinct,1
53302,Proictinia,genus,117611,extinct,1
100023,Proictinia effera,species,53302,extinct,1
100024,Proictinia gilmorei,species,53302,extinct,0
400775,Elaninae,subfamily,486300,extant,0
146036,Circinae,subfamily,486300,extinct,0
438491,Horusornithidae,family,39316,extinct,0
349763,Cathartoidea,superfamily,39316,extant,0
462265,Masillaraptoridae,family,39316,extinct,2
462266,Danielsraptor,genus,462265,extinct,1
462267,Danielsraptor phorusrhacoides,species,462266,extinct,1
370287,Falcones,suborder,39316,extinct,0
484765,Onychopteryx,genus,36616,extinct,0
484766,Onychopteryx simpsoni,species,484765,extinct,0
133775,Accipitriformes,order,36616,extant,782
39323,Accipitridae,family,133775,extant,760
430169,Circaetus,genus,39323,extant,3
365137,Palaeocircus,genus,39323,extinct,2
367651,Palaeocircus cuvieri,species,365137,extinct,2
370421,Accipitridae,family,39323,extinct,0
510623,Busarellus,genus,39323,extant,1
510624,Busarellus nigricollis,species,510623,extant,1
373305,Elanus,genus,39323,extant,6
373306,Elanus leucurus,species,373305,extant,6
430173,Garganoaetus,genus,39323,extant,0
430174,Garganoaetus freudenthali,species,430173,extinct,0
430175,Garganoaetus murivorus,species,430173,extinct,0
137201,Harpia,genus,39323,extant,1
137202,Harpia harpyja,species,137201,extant,1
137194,Gyps,genus,39323,extant,13
369536,Gyps fulvus,species,137194,extant,7
402403,Gyps africanus,species,137194,extant,1
369537,Gyps melitensis,species,137194,extinct,3
498104,Polyboroides,genus,39323,extant,1
498106,Polyboroides radiatus,species,498104,extant,1
105599,Aegypiinae,subfamily,39323,extant,37
166957,Gansugyps,genus,105599,extinct,1
166958,Gansugyps linxiaensis,species,166957,extinct,1
137195,Aegypius,genus,105599,extant,11
501241,Aegypius prepyrenaicus,species,137195,extinct,1
365995,Aegypius monachus,species,137195,extant,7
137196,Aegypius,genus,105599,extant,11
137197,Aegypius,genus,105599,extant,11
370294,Neogyps,genus,105599,extinct,6
370295,Neogyps errans,species,370294,extinct,6
105643,Palaeoborus,genus,105599,extinct,2
370293,Palaeoborus umbrosus,species,105643,extinct,1
414498,Palaeoborus howardae,species,105643,extinct,0
105644,Palaeoborus rosatus,species,105643,extinct,1
39327,Neophrontops,genus,105599,extinct,15
367389,Neophrontops vallecitoensis,species,39327,extinct,1
289745,Neophrontops slaughteri,species,39327,extinct,2
105597,Neophrontops vetustus,species,39327,extinct,1
414499,Neophrontops dakotensis,species,39327,extinct,1
89726,Neophrontops americanus,species,39327,extinct,9
475200,Vinchinavis,genus,39323,extinct,1
475201,Vinchinavis paka,species,475200,extinct,1
477182,Dynatoaetus,genus,39323,extinct,1
477183,Dynatoaetus gaffae,species,477182,extinct,1
137204,Spizaetus,genus,39323,extant,14
137205,Spizaetus tanneri,species,137204,extinct,1
368495,Spizaetus grinnelli,species,137204,extinct,7
414513,Spizaetus willetti,species,137204,extinct,0
415643,Spizaetus ornatus,species,137204,extant,0
373503,Stephanoaetus,genus,39323,extant,2
373504,Stephanoaetus mahery,species,373503,extinct,2
289807,Calohierax,genus,39323,extinct,0
373457,Ictinaetus,genus,39323,extant,5
373458,Ictinaetus malaiensis,species,373457,extant,5
143786,Harpagornis,genus,39323,extinct,8
143787,Harpagornis moorei,species,143786,extinct,7
429915,Parvigyps,genus,39323,extinct,1
429916,Parvigyps praecox,species,429915,extinct,1
289533,Amplibuteo,genus,39323,extinct,5
289534,Amplibuteo woodwardi,species,289533,extinct,1
289749,Amplibuteo hibbardi,species,289533,extinct,1
289747,Amplibuteo concordatus,species,289533,extinct,3
430182,Accipitridae,family,39323,extinct,0
373571,Rupornis,genus,39323,extant,1
373572,Rupornis magnirostris,species,373571,extant,1
370314,Palaetus,genus,39323,extinct,0
370315,Palaetus rapax,species,370314,extinct,0
430179,Polemaetus,genus,39323,extinct,0
146035,Buteoninae,subfamily,39323,extant,12
105718,Urubitinga,genus,146035,extant,1
105719,Urubitinga enecta,species,105718,extinct,1
371931,Bermuteo,genus,146035,extinct,4
371932,Bermuteo avivorus,species,371931,extinct,4
289778,Miraquila,genus,146035,extinct,1
289779,Miraquila terrestris,species,289778,extinct,1
414508,Hypomorphnus,genus,146035,extant,0
289780,Morphnus,genus,146035,extant,4
289781,Morphnus woodwardi,species,289780,extinct,4
289515,Buteogallus,genus,39323,extant,21
372220,Buteogallus meridionalis,species,289515,extant,2
432048,Buteogallus milleri,species,289515,extinct,1
491159,Buteogallus royi,species,289515,extinct,0
368510,Buteogallus (Wetmoregyps),subgenus,289515,extinct,4
368512,Buteogallus (Wetmoregyps) daggetti,species,368509,extinct,4
368059,Buteogallus urubitinga,species,289515,extant,1
510625,Buteogallus,genus,39323,extant,21
372218,Buteogallus aequinoctialis,species,289515,extant,1
368501,Buteogallus fragilis,species,289515,extinct,7
39325,Buteo,genus,39323,extant,170
369152,Buteo lagopus,species,39325,extant,10
491163,Buteo sanfelipensis,species,39325,extinct,0
129166,Buteo lineatus,species,39325,extant,15
368057,Buteo rufinus,species,39325,extant,4
368056,Buteo buteo,species,39325,extant,18
100022,Buteo dananus,species,39325,extinct,0
369257,Buteo,genus,39323,extant,170
129162,Buteo jamaicensis,species,39325,extant,41
369426,Buteo jamaicensis borealis,subspecies,129161,extant,2
430170,Buteo pusillus,species,39325,extant,0
372398,Buteo quadratus,species,39325,extinct,2
369259,Buteo regalis,species,39325,extant,10
369428,Buteo regalis,species,39325,extant,10
100020,Buteo ales,species,39325,extinct,0
414505,Buteo (Triorchis),subgenus,39325,extinct,0
100015,Buteo fluviaticus,species,39325,extinct,1
373476,Buteo brachypterus,species,39325,extant,4
100021,Buteo antecursor,species,39325,extinct,0
100017,Buteo typhoius,species,39325,extinct,1
484704,Buteo dondasi,species,39325,extinct,0
129170,Buteo platypterus,species,39325,extant,7
